Feature Identification Number,Census Tract,Area in Square Miles,MENI Equity Need Tier,Percentile for MENI,EFC Designation,Total Households,Total Population,Total Low-Income Households,Percent Low-Income Households,Percentile for Low-Income Households,Total Zero-Vehicle Households,Percent Zero-Vehicle Households,Percentile for Zero-Vehicle Households,Total BIPOC Population,Percent BIPOC Population,Percentile for BIPOC Population,Percentile for Low-Income and Zero Vehicle Households,Percentile for Low-Income Households and BIPOC Population,LA County Subregional Boundaries,LA County Supervisorial Districts,City Name,Community Name,City/Community Name,Census Designated Place,Jurisdiction Type,Shape__Area,Shape__Length
849,06037800205,0.512697,Very Low Need,5.5,Non-EFC,1616,4116,420,25.99,16.1,10,0.62,4.5,1289,31.32,8.4,6.6,8.2,Las Virgenes/Malibu,3,Calabasas, ,Calabasas,Calabasas,Incorporated City,1944209.95703125,6840.40773597331
850,06037293206,0.1612,High Need,64.5,EFC,759,2862,381,50.2,62.7,29,3.82,32.5,2799,97.8,86,47.8,78.1,South Bay,2,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,606496.484375,3367.85454656107
851,06037603008,0.180244,Very High Need,80.9,EFC,1140,3147,612,53.68,68.9,143,12.54,76.7,3079,97.84,86.2,76.3,81.8,South Bay,2,Gardena, ,Gardena,Gardena,Incorporated City,679318.63671875,3976.65224470568
852,06037265701,0.332343,Very Low Need,17.6,Non-EFC,718,1507,277,38.58,40.2,0,0,0,574,38.09,13.3,16.4,23.2,Westside Cities,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,1257386.82421875,5649.22976009506
853,06037481404,0.392426,Moderate Need,54.8,Non-EFC,1138,3758,467,41.04,45.5,65,5.71,46.3,3585,95.4,76.3,46.1,62.1,San Gabriel Valley,1,San Gabriel, ,San Gabriel,San Gabriel,Incorporated City,1485448.80078125,5275.13389038208
854,06037292002,0.181531,Very Low Need,16.6,Non-EFC,530,1944,156,29.43,22.7,0,0,0,1466,75.41,42.1,7.8,29.6,South Bay,2,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,683233.80078125,3391.22914974135
855,06037551801,0.438978,Low Need,23.7,Non-EFC,943,3122,289,30.65,24.7,16,1.7,14.3,2615,83.76,51.8,15.4,35.8,Gateway Cities,4,Downey, ,Downey,Downey,Incorporated City,1655048.5,5324.21597938558
856,06037700901,0.407964,Low Need,21.2,Non-EFC,1444,3856,422,29.22,21.9,90,6.23,49.5,1367,35.45,11,33.7,12.6,Central Los Angeles,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,1543489.953125,6913.56790021621
857,06037533702,0.123284,Very High Need,82.2,EFC,918,3734,556,60.57,80.2,48,5.23,43.5,3734,100,98.8,65.1,94.8,Gateway Cities,4,Maywood, ,Maywood,Maywood,Incorporated City,465572.65234375,2737.19374260665
858,06037204920,0.350521,High Need,79.6,EFC,667,2796,339,50.82,64,88,13.19,78.5,2760,98.71,90.5,74.8,81.4,Central Los Angeles,1,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,1324762.359375,4628.77431058536
859,06037183701,0.206614,High Need,65.3,EFC,1316,3382,638,48.48,60.2,185,14.06,80.6,2682,79.3,46,74,53.3,Central Los Angeles,1,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,782556.35546875,4527.40280576652
860,06037532605,0.202662,Very High Need,87.7,EFC,1210,4055,682,56.36,73.4,247,20.41,90.9,4001,98.67,90,84.9,86.1,Gateway Cities,4,Huntington Park, ,Huntington Park,Huntington Park,Incorporated City,765350.04296875,3818.48546714677
861,06037900703,1.00291,Very High Need,80,EFC,1935,4897,1378,71.21,94.2,221,11.42,73.3,3659,74.72,41.3,86.6,70,North Los Angeles County,5,Lancaster, ,Lancaster,Lancaster,Incorporated City,3850429.14453125,7839.77197587689
862,06037275101,0.130327,Excluded,,Excluded,444,1060,0,0,,0,0,,0,0,,,,Westside Cities,2,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,492346.26953125,3600.24932229638
863,06037231220,0.373314,Very High Need,99.2,EFC,1430,4482,1055,73.78,96,474,33.15,97.6,4423,98.68,90.3,98,97.3,Central Los Angeles,2,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,1410809.21484375,4846.78793998985
864,06037117407,0.0770884,Very High Need,96.8,EFC,992,3715,763,76.92,97.5,128,12.9,77.7,3697,99.52,95.9,89.9,99.3,San Fernando Valley,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,292803.671875,2173.80604859942
865,06037404804,0.365588,Moderate Need,49.7,Non-EFC,1076,4704,442,41.08,45.7,29,2.7,22.9,4569,97.13,83.1,31.9,66.6,San Gabriel Valley,1,Baldwin Park, ,Baldwin Park,Baldwin Park,Incorporated City,1383638.4765625,5067.82620038757
866,06037910721,0.755599,Moderate Need,45.2,Non-EFC,974,3247,478,49.08,61.1,38,3.9,33.1,2023,62.3,31.6,47.3,44.7,North Los Angeles County,5,Palmdale, ,Palmdale,Palmdale,Incorporated City,2893546.18359375,8916.03154072212
867,06037143200,0.370356,Low Need,33.1,Non-EFC,2119,4351,831,39.22,41.8,119,5.62,45.7,1815,41.71,16.7,43.2,26.4,San Fernando Valley,5,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,1404055.6796875,5146.696131385
868,06037139701,1.31065,Very Low Need,15,Non-EFC,2040,5889,476,23.33,12.1,145,7.11,54.6,1368,23.23,3.3,31.1,4.1,San Fernando Valley,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,4969702.3671875,11893.7410822499
869,06037131200,0.435691,Low Need,22.6,Non-EFC,1211,3537,346,28.57,20.2,77,6.36,50,1562,44.16,18.5,32.9,15.7,San Fernando Valley,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,1654279.796875,5347.6980526206
870,06037125200,0.503122,Low Need,30.8,Non-EFC,1832,4006,671,36.63,36.9,103,5.62,45.9,1765,44.06,18.4,40.7,24.2,San Fernando Valley,5,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,1908074.81640625,5853.78452327724
871,06037224320,0.111087,Very High Need,99.9,EFC,1155,2947,988,85.54,99.3,480,41.56,98.7,2932,99.49,95.7,99.4,99.7,Central Los Angeles,1,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,420079.8828125,3102.94511716251
872,06037300901,2.69062,Very Low Need,6.1,Non-EFC,2058,5757,405,19.68,7.3,51,2.48,20.9,2156,37.45,12.4,10.5,5.7,Arroyo Verdugo,5,Glendale, ,Glendale,Glendale,Incorporated City,10205075.90625,15494.5059969532
873,06037104310,0.573595,Low Need,39.9,Non-EFC,932,4961,324,34.76,32.9,18,1.93,15.9,4854,97.84,86.3,20.2,60.5,San Fernando Valley,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,2181059.62890625,7027.55166016693
874,06037103101,0.779984,Very Low Need,11,Non-EFC,930,2484,280,30.11,23.9,12,1.29,11.2,811,32.65,9.4,13.4,13.1,San Fernando Valley,5,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,2965612.4296875,9061.58639580206
875,06037920043,7.20925,Very Low Need,5,Non-EFC,2095,7533,249,11.89,1.1,17,0.81,6.6,4743,62.96,32,1.4,12.9,North Los Angeles County,5,Santa Clarita, ,Santa Clarita,Santa Clarita,Incorporated City,27487585.0820313,24810.4748754288
876,06037301502,0.261038,High Need,64.8,EFC,2405,6798,1517,63.08,84.1,343,14.26,81.1,1356,19.95,2.1,85.3,41.3,Arroyo Verdugo,5,Glendale, ,Glendale,Glendale,Incorporated City,990155.96875,5567.73940469009
877,06037405102,0.366972,Very High Need,82.5,EFC,1406,5204,773,54.98,71.2,202,14.37,81.2,5052,97.08,82.8,79.1,81.1,San Gabriel Valley,1,Baldwin Park, ,Baldwin Park,Baldwin Park,Incorporated City,1389265.37890625,5682.7156293198
878,06037123601,0.590592,Moderate Need,57,Non-EFC,1916,4961,1013,52.87,67.5,191,9.97,68.4,2186,44.06,18.4,71.3,41,San Fernando Valley,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,2240491.17578125,6741.81605382939
879,06037123602,0.355716,High Need,68.4,EFC,1290,3435,783,60.7,80.4,188,14.57,81.8,1737,50.57,23.1,83.8,50.8,San Fernando Valley,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,1349556.57421875,5236.16251720344
880,06037910709,5.58859,Very Low Need,17.7,Non-EFC,492,1758,159,32.32,28.2,5,1.02,8.7,1028,58.48,28.8,14.5,25.3,North Los Angeles County,5, ,Antelope Valley,Antelope Valley,,Unincorporated Area,21377697.9765625,22851.5024157607
881,06037920106,18.1507,Very Low Need,16.3,Non-EFC,1035,3828,323,31.21,25.7,0,0,0,2555,66.75,35.3,9.1,27.9,North Los Angeles County,5, ,Santa Clarita Valley,Santa Clarita Valley,Val Verde,Unincorporated Area,69289775.40625,39053.864866466
882,06037920016,0.819128,Very Low Need,4,Non-EFC,1212,4039,239,19.72,7.5,0,0,0,1946,48.18,21.1,1.4,10.3,North Los Angeles County,5,Santa Clarita, ,Santa Clarita,Santa Clarita,Incorporated City,3128521.1953125,8022.76927717354
883,06037401602,0.78323,Moderate Need,44.7,Non-EFC,2137,6143,947,44.31,52.4,138,6.46,50.6,3590,58.44,28.7,52.7,38.6,San Gabriel Valley,5,La Verne, ,La Verne,La Verne,Incorporated City,2966287.53125,6994.99213365637
884,06037400402,1.68111,Low Need,24.2,Non-EFC,1299,4119,386,29.72,23.2,77,5.93,47.4,1953,47.41,20.5,33.3,18.6,San Gabriel Valley,5,Glendora, ,Glendora,Glendora,Incorporated City,6371196.80078125,14663.7353712771
885,06037404600,9.61569,Excluded,,Excluded,405,1365,0,0,,0,0,,0,0,,,,San Gabriel Valley,1,Irwindale, ,Irwindale,Irwindale,Incorporated City,36422110.9296875,47225.5363963008
886,06037403902,0.816449,Low Need,20.3,Non-EFC,1506,5274,504,33.47,30.6,17,1.13,9.7,3262,61.85,31.5,16.5,28.3,San Gabriel Valley,5,Glendora, ,Glendora,Glendora,Incorporated City,3092525.578125,6860.65292944114
887,06037401500,1.82235,Low Need,26.5,Non-EFC,1788,6038,655,36.63,37,37,2.07,17.1,4020,66.58,35.2,23.3,33.5,San Gabriel Valley,1,La Verne, ,La Verne,La Verne,Incorporated City,6900173.203125,16640.363272116
888,06037401101,1.15883,Low Need,33.2,Non-EFC,1856,5374,678,36.53,36.8,98,5.28,43.7,3217,59.86,29.7,39.2,30.6,San Gabriel Valley,5,Glendora, ,Glendora,Glendora,Incorporated City,4390814.625,9127.14677781779
889,06037123020,0.21684,Moderate Need,49.5,Non-EFC,758,3028,376,49.6,61.7,6,0.79,6.5,2801,92.5,68.3,31.5,67,San Fernando Valley,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,823129.93359375,3625.8424376705
890,06037122420,0.333078,High Need,72.8,EFC,1373,5029,751,54.7,70.4,157,11.43,73.4,4535,90.18,62.6,75.6,68.7,San Fernando Valley,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,1264336.1328125,4572.55367058895
891,06037121210,0.779917,Moderate Need,50.7,Non-EFC,817,3077,315,38.56,40.2,59,7.22,55.3,2812,91.39,65.4,48.1,52.8,San Fernando Valley,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,2962997.24609375,6777.56241481685
892,06037117520,0.124138,Very High Need,85.1,EFC,1082,4226,688,63.59,84.9,133,12.29,76,3976,94.08,72.4,83,83,San Fernando Valley,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,471512.21875,2862.96237230287
893,06037121010,0.788144,Low Need,38.8,Non-EFC,1258,4737,454,36.09,35.5,93,7.39,56.7,3215,67.87,36.2,46.5,33.1,San Fernando Valley,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,2993124.3984375,7186.09278723718
894,06037403801,0.728051,Low Need,37.9,Non-EFC,2032,5948,700,34.45,32.4,109,5.36,44.2,5026,84.5,52.6,36.8,40.4,San Gabriel Valley,5, ,Charter Oak,Charter Oak,Charter Oak,Unincorporated Area,2757103.2109375,7889.64938661947
895,06037403722,0.697322,Moderate Need,48.6,Non-EFC,1597,5144,819,51.28,64.5,34,2.13,17.8,4204,81.73,48.4,40.4,56.9,San Gabriel Valley,1,Covina, ,Covina,Covina,Incorporated City,2639783.65234375,6844.53901321064
896,06037119900,0.406899,Low Need,30.3,Non-EFC,1296,5123,460,35.49,34.4,0,0,0,4754,92.8,69.4,13,50.9,San Fernando Valley,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,1545437.46875,5378.41764256813
897,06037119320,0.190731,High Need,66.3,EFC,1251,4735,553,44.2,52.1,128,10.23,69,4522,95.5,76.5,63.7,66.3,San Fernando Valley,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,724601.60546875,3452.72971289239
898,06037901101,2.01815,Low Need,25.1,Non-EFC,1728,5573,586,33.91,31.4,65,3.76,32.1,2988,53.62,25.1,29,25,North Los Angeles County,5, ,Antelope Valley,Antelope Valley,Lancaster,Unincorporated Area,7744128.8125,11842.4845854145
899,06037311802,0.317847,Low Need,34.7,Non-EFC,1528,4266,478,31.28,25.8,130,8.51,61.9,2964,69.48,37.8,43.3,28.9,Arroyo Verdugo,5,Burbank, ,Burbank,Burbank,Incorporated City,1205622.21484375,4532.60643809199
900,06037115202,0.671763,Moderate Need,40.9,Non-EFC,2098,6393,937,44.66,53.3,58,2.76,23.7,4784,74.83,41.5,37,45.7,San Fernando Valley,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,2551771.62890625,6913.86535343954
901,06037113303,1.57814,Low Need,31.6,Non-EFC,1265,3779,417,32.96,29.6,101,7.98,59.6,1866,49.38,22.1,44,22.5,San Fernando Valley,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,5996168.91015625,11427.4405472171
902,06037461000,0.684977,Moderate Need,42.4,Non-EFC,1531,5780,531,34.68,32.7,86,5.62,45.8,5289,91.51,65.8,37.9,47.7,San Gabriel Valley,5, ,Altadena,Altadena,Altadena,Unincorporated Area,2599070.9453125,7792.67797514414
903,06037460700,2.8518,Very Low Need,4.3,Non-EFC,1508,4890,202,13.4,2,37,2.45,20.7,1968,40.25,15.3,7.8,4.7,Arroyo Verdugo,5,La Canada Flintridge, ,La Canada Flintridge,La Cañada Flintridge,Incorporated City,10822619.03125,16065.8680595955
904,06037300501,0.493484,Very Low Need,15.4,Non-EFC,1047,3039,250,23.88,13.1,43,4.11,34.7,1670,54.95,26.2,19.7,16.3,Arroyo Verdugo,5, ,La Crescenta - Montrose,La Crescenta - Montrose,La Crescenta-Montrose,Unincorporated Area,1873978.60546875,7350.70846168648
905,06037310800,0.828615,Moderate Need,52.8,Non-EFC,2127,5124,1009,47.44,58.1,249,11.71,74.2,2186,42.66,17.4,69.4,35.5,Arroyo Verdugo,5,Burbank, ,Burbank,Burbank,Incorporated City,3143202.015625,8679.14083230855
906,06037137302,0.940754,Very Low Need,4.9,Non-EFC,1578,4392,287,18.19,5.9,50,3.17,27.1,858,19.54,2,12.5,1.6,San Fernando Valley,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,3568821.59765625,8988.33804192491
907,06037135102,0.64364,Very Low Need,2.3,Non-EFC,1252,3867,199,15.89,3.8,16,1.28,10.9,1452,37.55,12.6,4,4.4,San Fernando Valley,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,2442339.4453125,6984.08302101727
908,06037106020,0.770001,Very Low Need,17.7,Non-EFC,1302,5154,375,28.8,20.8,0,0,0,4295,83.33,50.9,6.7,33.2,San Fernando Valley,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,2930967.75390625,8190.53558455937
909,06037531902,0.272897,Moderate Need,51.1,Non-EFC,1130,4325,408,36.11,35.6,66,5.84,46.9,4215,97.46,84.5,40.5,61,Central Los Angeles,1, ,East Los Angeles,East Los Angeles,East Los Angeles,Unincorporated Area,1031251.2265625,4125.37988033237
910,06037131300,0.431636,Moderate Need,45.8,Non-EFC,1157,4988,476,41.14,45.8,63,5.45,44.7,4190,84,52.1,45.3,47.3,San Fernando Valley,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,1638881.8671875,5316.33878190793
911,06037111202,0.720657,Low Need,24.1,Non-EFC,1853,5593,490,26.44,17.1,125,6.75,52.1,3250,58.11,28.5,32.3,19.5,San Fernando Valley,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,2739734.015625,7654.66271131676
912,06037134104,0.250173,Moderate Need,47.7,Non-EFC,1325,4502,580,43.77,50.9,62,4.68,39.3,3771,83.76,51.8,45,50.4,San Fernando Valley,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,949822.94140625,3898.09493435433
913,06037109200,0.39304,Low Need,21.9,Non-EFC,1004,2746,225,22.41,10.6,54,5.38,44.2,2112,76.91,43.2,23.7,23.3,San Fernando Valley,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,1494542.9765625,5883.59127028269
914,06037107020,0.383219,Moderate Need,44.2,Non-EFC,1230,5759,442,35.93,35.2,49,3.98,33.8,5542,96.23,79.2,32.1,57.8,San Fernando Valley,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,1457889.83984375,5393.40927472883
915,06037106643,1.6741,Very Low Need,3.9,Non-EFC,1378,4511,125,9.07,0.4,30,2.18,18.3,2086,46.24,19.7,5.6,5.9,San Fernando Valley,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,6367612.19921875,11769.170161197
916,06037432700,0.719375,High Need,73.9,EFC,1422,6158,765,53.8,69.1,97,6.82,52.5,6047,98.2,87.8,64,82.7,San Gabriel Valley,1,El Monte, ,El Monte,El Monte,Incorporated City,2722529.41796875,8322.74580860494
917,06037134306,0.239331,High Need,60.4,EFC,1480,4468,822,55.54,72,57,3.85,32.8,3777,84.53,52.8,53.7,64.1,San Fernando Valley,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,908659.59765625,3815.20188187367
918,06037482600,1.09526,Moderate Need,55.7,Non-EFC,2240,6446,955,42.63,48.8,158,7.05,54.1,5870,91.06,64.6,52.6,57.1,San Gabriel Valley,1,Monterey Park, ,Monterey Park,Monterey Park,Incorporated City,4142402.7265625,8934.3058923786
919,06037530005,0.888467,Low Need,32.3,Non-EFC,1264,3649,370,29.27,22.1,55,4.35,36.6,3339,91.5,65.8,26,42.1,Gateway Cities,1,Montebello, ,Montebello,Montebello,Incorporated City,3358718.9296875,11048.259672327
920,06037481713,0.179422,High Need,68.2,EFC,961,2655,471,49.01,61,70,7.28,55.9,2553,96.16,79,61.5,72.6,San Gabriel Valley,1,Monterey Park, ,Monterey Park,Monterey Park,Incorporated City,678908.04296875,3762.93127284673
921,06037269500,0.540927,Very Low Need,3.5,Non-EFC,1335,3741,208,15.58,3.7,37,2.77,23.9,513,13.71,0.6,10.1,0.5,Westside Cities,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,2045615.69921875,6564.42506069489
922,06037214600,0.22439,Very Low Need,16.5,Non-EFC,1263,2358,281,22.25,10.4,105,8.31,61.2,567,24.05,4,33.7,3.5,Central Los Angeles,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,849156.1875,3724.6223144649
923,06037213402,0.151393,Very High Need,90.4,EFC,1740,5002,1256,72.18,95.1,208,11.95,74.8,4689,93.74,71.6,87.5,88,Central Los Angeles,2,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,572607.05078125,3058.35940200476
924,06037212620,0.111574,Very High Need,86.3,EFC,1781,4120,1167,65.52,87.5,302,16.96,86.1,3729,90.51,63.5,89.2,79.6,Central Los Angeles,2,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,422065.82421875,2925.47278356179
925,06037432401,0.409681,High Need,68.4,EFC,1009,3970,512,50.74,63.9,60,5.95,47.6,3846,96.88,81.6,58.2,76.3,San Gabriel Valley,1,El Monte, ,El Monte,El Monte,Incorporated City,1550998.70703125,6570.29710907386
926,06037482102,0.421234,Low Need,35.6,Non-EFC,1014,3079,351,34.62,32.6,28,2.76,23.7,2844,92.37,68.1,24.5,49.4,San Gabriel Valley,1,Monterey Park, ,Monterey Park,Monterey Park,Incorporated City,1593251.609375,5444.58680673114
927,06037532002,0.323681,High Need,67,EFC,1001,3584,517,51.65,65.1,50,5,41.7,3461,96.57,80.5,54.8,76.4,Gateway Cities,1,Montebello, ,Montebello,Montebello,Incorporated City,1222925.9375,5514.14776799628
928,06037262302,1.19056,Very Low Need,7.6,Non-EFC,1324,2959,241,18.2,5.9,59,4.46,37.7,510,17.24,1.1,17.8,1.4,Westside Cities,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,4505695.02734375,11713.6318477973
929,06037211310,0.055591,Very High Need,88.7,EFC,1362,3840,887,65.12,87,390,28.63,95.8,3468,90.31,63,93.7,78.9,Central Los Angeles,2,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,210363.4375,1840.73953116355
930,06037208904,0.0438921,Very High Need,99.1,EFC,1393,4190,1152,82.7,99,785,56.35,99.6,4061,96.92,82.1,99.6,95.4,Central Los Angeles,1,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,166049.546875,1659.9155565565
931,06037403403,1.5204,Low Need,24.7,Non-EFC,1704,5165,446,26.17,16.5,10,0.59,4.3,4970,96.22,79.1,6.7,46.3,San Gabriel Valley,1,Walnut, ,Walnut,Walnut,Incorporated City,5748352.24609375,15632.963916052
932,06037403317,1.62356,Low Need,22.1,Non-EFC,1663,5272,459,27.6,18.8,43,2.59,21.8,4283,81.24,48,16.6,30.8,San Gabriel Valley,1,Pomona, ,Pomona,Pomona,Incorporated City,6138958.23828125,14149.6537638469
933,06037208903,0.0615006,Very High Need,96.7,EFC,1083,3878,742,68.51,90.9,471,43.49,99,3772,97.27,83.7,96.7,92.3,Central Los Angeles,1,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,232667.640625,2594.57527742865
934,06037208902,0.0710236,Very High Need,99,EFC,658,2566,509,77.36,97.7,321,48.78,99.4,2491,97.08,82.7,99.2,95.2,Central Los Angeles,1,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,268671.5859375,2084.11686141371
935,06037403321,2.45862,Low Need,33.4,Non-EFC,1722,5715,505,29.33,22.4,126,7.32,56.2,4571,79.98,46.7,38.1,32.1,San Gabriel Valley,1,Diamond Bar, ,Diamond Bar,Diamond Bar,Incorporated City,9292054.3359375,14964.0477807916
936,06037531301,0.306516,Very High Need,89.2,EFC,1334,5140,841,63.04,84,152,11.39,73.2,5076,98.75,90.7,81.3,92.4,Central Los Angeles,1, ,East Los Angeles,East Los Angeles,East Los Angeles,Unincorporated Area,1158564.46875,5611.44132824689
937,06037531101,0.271617,Very High Need,80.6,EFC,1208,5281,667,55.22,71.4,100,8.28,61,5251,99.43,95.2,69.6,88,Central Los Angeles,1, ,East Los Angeles,East Los Angeles,East Los Angeles,Unincorporated Area,1026997.83203125,4479.92967780839
938,06037530801,0.294554,High Need,71.1,EFC,1454,5528,780,53.65,68.8,114,7.84,58.8,5228,94.57,73.6,66.8,74,Central Los Angeles,1, ,East Los Angeles,East Los Angeles,East Los Angeles,Unincorporated Area,1114108.18359375,4744.47187861883
939,06037670407,0.463962,Very Low Need,19.7,Non-EFC,2351,6289,683,29.05,21.5,65,2.76,23.8,4171,66.32,35.1,18.6,25.1,South Bay,4,Rancho Palos Verdes, ,Rancho Palos Verdes,Rancho Palos Verdes,Incorporated City,1743588.75,6188.82925939156
940,06037620102,0.336745,Very Low Need,10.3,Non-EFC,1630,3527,415,25.46,15.4,48,2.94,25.4,1124,31.87,8.9,16.7,8,South Bay,2,El Segundo, ,El Segundo,El Segundo,Incorporated City,1269815.44140625,5883.67046502305
941,06037650701,0.773629,Very Low Need,11.8,Non-EFC,940,2538,241,25.64,15.6,20,2.13,17.8,1273,50.16,22.7,12.7,15.4,South Bay,4,Torrance, ,Torrance,Torrance,Incorporated City,2911254.6328125,6852.83067764499
942,06037650200,0.942464,Very Low Need,14.4,Non-EFC,1796,5794,421,23.44,12.2,53,2.95,25.5,3733,64.43,33.7,14.7,19.6,South Bay,4,Torrance, ,Torrance,Torrance,Incorporated City,3549158.42578125,11052.3245428973
943,06037621400,0.489806,Very Low Need,5.7,Non-EFC,1755,4322,353,20.11,7.9,38,2.17,18.1,1559,36.07,11.3,9.4,5.6,South Bay,2,Redondo Beach, ,Redondo Beach,Redondo Beach,Incorporated City,1842810.80859375,5816.72519636578
944,06037620400,0.996018,Very Low Need,4.6,Non-EFC,1936,5309,252,13.02,1.9,43,2.22,18.7,2502,47.13,20.4,6.6,7,South Bay,2,Manhattan Beach, ,Manhattan Beach,Manhattan Beach,Incorporated City,3753601.5234375,7762.73836034061
945,06037294110,0.379855,Moderate Need,55,Non-EFC,1070,3701,642,60,79.1,0,0,0,3221,87.03,56.8,38.4,70.4,South Bay,4,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,1428319.703125,6024.99838596616
